epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,359.564,1.68194,1.37154,0.99463,0.60666,0.51319,0.53391,0.37401,1.61624,1.24441,0.98574,0.000376981,0.000376981,0.000376981
31,371.063,1.66723,1.34786,0.98959,0.57639,0.53266,0.54462,0.37969,1.63218,1.24406,0.98343,0.000369705,0.000369705,0.000369705
32,382.499,1.67399,1.34135,0.98732,0.64397,0.53083,0.56185,0.39662,1.6082,1.22887,0.98114,0.000362428,0.000362428,0.000362428
33,393.68,1.67038,1.32192,0.98671,0.62035,0.53271,0.56858,0.39557,1.60866,1.23319,0.9819,0.000355152,0.000355152,0.000355152
34,404.903,1.67061,1.33215,0.98634,0.6249,0.50494,0.55672,0.39591,1.59091,1.23312,0.97831,0.000347876,0.000347876,0.000347876
35,416.185,1.64598,1.3093,0.98708,0.57681,0.56048,0.55957,0.39546,1.59869,1.21606,0.9825,0.000340599,0.000340599,0.000340599
36,427.791,1.68249,1.31177,0.9877,0.63391,0.54422,0.57658,0.40406,1.59327,1.20807,0.97845,0.000333322,0.000333322,0.000333322
37,439.275,1.62639,1.29411,0.97475,0.6181,0.58861,0.59354,0.41771,1.58398,1.18725,0.97862,0.000326046,0.000326046,0.000326046
38,450.349,1.63789,1.26945,0.98722,0.59803,0.55907,0.57795,0.40943,1.57304,1.18427,0.97456,0.000318769,0.000318769,0.000318769
39,461.79,1.62721,1.2627,0.97644,0.61607,0.54374,0.59737,0.42493,1.57156,1.17908,0.9733,0.000311493,0.000311493,0.000311493
40,473.064,1.63725,1.26894,0.97935,0.62768,0.55678,0.58908,0.41895,1.56329,1.16868,0.97288,0.000304216,0.000304216,0.000304216
41,484.413,1.61555,1.23826,0.97212,0.6435,0.57865,0.60414,0.43267,1.56438,1.16663,0.97309,0.00029694,0.00029694,0.00029694
42,495.614,1.61416,1.2454,0.97293,0.6461,0.59098,0.60949,0.43828,1.55698,1.15492,0.96979,0.000289664,0.000289664,0.000289664
43,506.716,1.60903,1.20911,0.97731,0.63753,0.57414,0.60722,0.42847,1.58444,1.16251,0.9703,0.000282387,0.000282387,0.000282387
44,518.17,1.59857,1.21702,0.96997,0.64684,0.5863,0.61874,0.44332,1.54337,1.14427,0.96373,0.000275111,0.000275111,0.000275111
45,529.485,1.6169,1.21718,0.97708,0.6718,0.58268,0.6177,0.43709,1.57212,1.14565,0.97101,0.000267834,0.000267834,0.000267834
46,540.774,1.60953,1.20638,0.97034,0.69026,0.5647,0.62078,0.44808,1.54221,1.11824,0.96702,0.000260557,0.000260557,0.000260557
47,551.753,1.60758,1.21613,0.97379,0.64698,0.6177,0.63741,0.45912,1.53549,1.11235,0.96515,0.000253281,0.000253281,0.000253281
48,563.438,1.59168,1.18467,0.96691,0.64478,0.60517,0.63009,0.44731,1.55701,1.11903,0.96864,0.000246004,0.000246004,0.000246004
49,574.661,1.61117,1.19736,0.97016,0.67886,0.58852,0.62869,0.44698,1.54616,1.11298,0.96825,0.000238728,0.000238728,0.000238728
50,586.383,1.59781,1.18898,0.9648,0.69714,0.59522,0.63806,0.45733,1.53294,1.10554,0.96509,0.000231451,0.000231451,0.000231451
51,598.084,1.58736,1.19082,0.96521,0.71272,0.58075,0.64843,0.46751,1.52402,1.09278,0.96168,0.000224175,0.000224175,0.000224175
52,609.218,1.55552,1.15661,0.96046,0.69456,0.60737,0.65898,0.47528,1.5314,1.08894,0.96315,0.000216899,0.000216899,0.000216899
53,620.413,1.56124,1.15374,0.96366,0.70471,0.61274,0.6558,0.47491,1.53105,1.0805,0.95987,0.000209622,0.000209622,0.000209622
54,631.741,1.57653,1.16455,0.96338,0.70556,0.60021,0.65007,0.46355,1.53778,1.09996,0.96048,0.000202345,0.000202345,0.000202345
55,642.563,1.55677,1.14978,0.96017,0.66615,0.64782,0.66665,0.47919,1.52255,1.07408,0.95979,0.000195069,0.000195069,0.000195069
56,654.239,1.55141,1.1328,0.96018,0.68547,0.63189,0.66009,0.4781,1.51923,1.07416,0.96008,0.000187793,0.000187793,0.000187793
57,665.584,1.57603,1.1517,0.9581,0.74146,0.60591,0.66894,0.48278,1.52467,1.07885,0.96016,0.000180516,0.000180516,0.000180516
58,676.797,1.54413,1.13123,0.95742,0.69838,0.62536,0.66738,0.48262,1.50923,1.05945,0.95726,0.000173239,0.000173239,0.000173239
59,688.047,1.57268,1.14508,0.95654,0.68821,0.63039,0.66033,0.47637,1.51863,1.0655,0.95974,0.000165963,0.000165963,0.000165963
60,699.18,1.54628,1.12291,0.95439,0.73022,0.61002,0.6646,0.48275,1.50002,1.05189,0.95366,0.000158686,0.000158686,0.000158686
61,710.549,1.55292,1.11715,0.95818,0.71539,0.6389,0.68267,0.49739,1.49891,1.04062,0.95261,0.00015141,0.00015141,0.00015141
62,721.599,1.56733,1.13471,0.95853,0.75753,0.62304,0.6808,0.49067,1.51266,1.04671,0.95676,0.000144134,0.000144134,0.000144134
63,732.996,1.56307,1.13381,0.95528,0.75481,0.6246,0.6867,0.50017,1.49647,1.04131,0.95382,0.000136857,0.000136857,0.000136857
64,744.338,1.53717,1.10089,0.9507,0.78098,0.61407,0.68508,0.49848,1.50011,1.03754,0.95468,0.00012958,0.00012958,0.00012958
65,755.641,1.53012,1.12328,0.94907,0.77387,0.62222,0.68592,0.49829,1.49422,1.03671,0.95335,0.000122304,0.000122304,0.000122304
66,766.615,1.5142,1.08893,0.95177,0.75227,0.63091,0.68662,0.50277,1.49259,1.02846,0.95144,0.000115027,0.000115027,0.000115027
67,777.686,1.53616,1.10262,0.95097,0.74829,0.61864,0.67757,0.49554,1.4945,1.03584,0.95241,0.000107751,0.000107751,0.000107751
68,788.971,1.5293,1.08965,0.94958,0.74694,0.63406,0.68672,0.49874,1.49913,1.0379,0.95248,0.000100474,0.000100474,0.000100474
69,800.17,1.50944,1.0809,0.94818,0.73915,0.64189,0.68792,0.50265,1.48379,1.0243,0.9488,9.3198e-05,9.3198e-05,9.3198e-05
70,811.672,1.54961,1.09956,0.94438,0.74291,0.64627,0.69231,0.50589,1.47916,1.01965,0.94868,8.59215e-05,8.59215e-05,8.59215e-05
71,821.783,1.55763,1.15173,0.96346,0.75631,0.60316,0.67579,0.48914,1.51408,1.05173,0.95796,7.8645e-05,7.8645e-05,7.8645e-05
72,831.215,1.53561,1.12997,0.95301,0.73793,0.60822,0.67575,0.48198,1.5171,1.06136,0.95921,7.13685e-05,7.13685e-05,7.13685e-05
73,840.471,1.52473,1.09882,0.95451,0.73379,0.61292,0.67202,0.48392,1.49932,1.04802,0.95436,6.4092e-05,6.4092e-05,6.4092e-05
74,849.624,1.53899,1.11574,0.95333,0.72877,0.62401,0.67769,0.49211,1.49152,1.03771,0.95122,5.68155e-05,5.68155e-05,5.68155e-05
75,858.967,1.52059,1.08757,0.95358,0.71519,0.63562,0.68139,0.4918,1.49887,1.03208,0.95276,4.9539e-05,4.9539e-05,4.9539e-05
76,868.227,1.51478,1.07054,0.95252,0.72471,0.62646,0.68188,0.48696,1.52178,1.04771,0.95625,4.22625e-05,4.22625e-05,4.22625e-05
77,877.492,1.49519,1.07191,0.94774,0.72193,0.6426,0.68526,0.49552,1.49617,1.03038,0.9524,3.4986e-05,3.4986e-05,3.4986e-05
78,886.625,1.52222,1.08738,0.94981,0.74783,0.62151,0.68131,0.49343,1.49618,1.03228,0.95238,2.77095e-05,2.77095e-05,2.77095e-05
79,896.015,1.51256,1.07972,0.95048,0.73657,0.63281,0.68377,0.49625,1.49123,1.02371,0.95118,2.0433e-05,2.0433e-05,2.0433e-05
80,905.225,1.5128,1.07388,0.94686,0.73681,0.6333,0.68526,0.4959,1.49401,1.02858,0.95213,1.31565e-05,1.31565e-05,1.31565e-05
