epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,534.766,1.55105,1.13088,0.95472,0.65438,0.61082,0.64255,0.45135,1.50883,1.06502,0.95582,0.00029694,0.00029694,0.00029694
52,544.822,1.56834,1.13509,0.95412,0.71988,0.56955,0.64961,0.4552,1.53827,1.07219,0.9608,0.000291119,0.000291119,0.000291119
53,555.037,1.56891,1.13408,0.95536,0.69919,0.59845,0.66139,0.46353,1.51435,1.05267,0.9558,0.000285298,0.000285298,0.000285298
54,565.216,1.57541,1.12661,0.95389,0.6634,0.61956,0.65272,0.46399,1.51125,1.05017,0.95609,0.000279476,0.000279476,0.000279476
55,575.064,1.55162,1.12196,0.95353,0.71395,0.60025,0.66223,0.47095,1.53493,1.05054,0.95951,0.000273655,0.000273655,0.000273655
56,585.174,1.54431,1.09198,0.94581,0.67553,0.61326,0.66238,0.46655,1.50825,1.02834,0.95541,0.000267834,0.000267834,0.000267834
57,595.23,1.54477,1.10586,0.95098,0.72556,0.62368,0.66891,0.47891,1.48232,1.01787,0.9508,0.000262013,0.000262013,0.000262013
58,605.273,1.56758,1.10888,0.95277,0.70966,0.61559,0.65798,0.46386,1.5071,1.02399,0.95311,0.000256192,0.000256192,0.000256192
59,615.165,1.51104,1.07055,0.94616,0.7264,0.6071,0.66749,0.47527,1.4802,1.01828,0.9469,0.00025037,0.00025037,0.00025037
60,625.263,1.52285,1.07771,0.94072,0.75364,0.62396,0.67412,0.47943,1.50912,1.00781,0.95515,0.000244549,0.000244549,0.000244549
61,635.359,1.5428,1.0932,0.94856,0.69911,0.64769,0.67811,0.48183,1.47213,1.02289,0.94709,0.000238728,0.000238728,0.000238728
62,645.551,1.51878,1.07127,0.94277,0.74124,0.61078,0.67627,0.48235,1.47826,1.01724,0.94483,0.000232907,0.000232907,0.000232907
63,655.588,1.55877,1.09431,0.94285,0.74328,0.62861,0.68737,0.48563,1.47527,0.99729,0.94718,0.000227086,0.000227086,0.000227086
64,665.748,1.51305,1.07338,0.93592,0.71071,0.65439,0.69009,0.49243,1.48648,1.00805,0.94744,0.000221264,0.000221264,0.000221264
65,675.538,1.53223,1.06067,0.94705,0.71862,0.65212,0.69304,0.49014,1.47442,0.98925,0.94646,0.000215443,0.000215443,0.000215443
66,685.276,1.50032,1.04639,0.94276,0.77482,0.62345,0.69585,0.48915,1.49304,0.98522,0.95033,0.000209622,0.000209622,0.000209622
67,695.172,1.53729,1.06855,0.94653,0.75242,0.63793,0.69422,0.4958,1.4569,0.99026,0.94419,0.000203801,0.000203801,0.000203801
68,705.508,1.52397,1.06224,0.93773,0.75997,0.64435,0.69675,0.49666,1.46312,0.97723,0.94704,0.00019798,0.00019798,0.00019798
69,715.638,1.49171,1.0339,0.93489,0.76202,0.6522,0.70807,0.50254,1.46836,0.9797,0.94516,0.000192158,0.000192158,0.000192158
70,725.979,1.53321,1.06224,0.93973,0.77177,0.65435,0.70479,0.503,1.4593,0.97503,0.94401,0.000186337,0.000186337,0.000186337
71,735.936,1.46875,1.02609,0.93183,0.74419,0.65502,0.70319,0.50538,1.46219,0.9727,0.94521,0.000180516,0.000180516,0.000180516
72,745.681,1.5086,1.04929,0.93946,0.75214,0.65373,0.71184,0.50553,1.45433,0.96279,0.94289,0.000174695,0.000174695,0.000174695
73,755.514,1.517,1.04757,0.93923,0.75509,0.65394,0.70489,0.50162,1.46109,0.96964,0.94353,0.000168874,0.000168874,0.000168874
74,765.647,1.50809,1.03238,0.93441,0.78164,0.65467,0.71849,0.51657,1.44533,0.95405,0.93904,0.000163052,0.000163052,0.000163052
75,775.554,1.47164,1.02432,0.93547,0.74222,0.66217,0.71374,0.51279,1.4547,0.95788,0.9415,0.000157231,0.000157231,0.000157231
76,785.743,1.51239,1.0275,0.93589,0.74724,0.65823,0.71693,0.51444,1.44184,0.95544,0.93875,0.00015141,0.00015141,0.00015141
77,795.697,1.51489,1.04099,0.93756,0.78361,0.64346,0.71675,0.51235,1.45408,0.9564,0.94126,0.000145589,0.000145589,0.000145589
78,805.615,1.4904,1.02615,0.93878,0.76814,0.66059,0.72107,0.51331,1.44459,0.94747,0.94086,0.000139768,0.000139768,0.000139768
79,815.733,1.46486,1.00969,0.92846,0.77441,0.65381,0.72161,0.51379,1.44449,0.95599,0.94028,0.000133946,0.000133946,0.000133946
80,825.825,1.49041,1.01719,0.93265,0.80186,0.6352,0.71758,0.51864,1.43904,0.94042,0.93789,0.000128125,0.000128125,0.000128125
81,835.786,1.48736,1.02388,0.93309,0.77633,0.65209,0.7202,0.51642,1.44256,0.94204,0.94087,0.000122304,0.000122304,0.000122304
82,845.779,1.45941,1.00068,0.92623,0.76131,0.6622,0.72442,0.51857,1.4381,0.94446,0.93679,0.000116483,0.000116483,0.000116483
83,855.827,1.48906,1.00926,0.93462,0.73737,0.69057,0.72993,0.52487,1.44152,0.94285,0.93797,0.000110662,0.000110662,0.000110662
84,865.849,1.44956,0.98835,0.92701,0.80681,0.64076,0.72535,0.52547,1.43625,0.93524,0.93826,0.00010484,0.00010484,0.00010484
85,875.999,1.47533,1.00857,0.93295,0.75416,0.67741,0.72698,0.52505,1.43133,0.92488,0.93676,9.90192e-05,9.90192e-05,9.90192e-05
86,885.854,1.45924,0.9887,0.93173,0.75115,0.68128,0.72852,0.5207,1.45055,0.93731,0.93979,9.3198e-05,9.3198e-05,9.3198e-05
87,895.948,1.44156,0.98023,0.92318,0.75264,0.69348,0.73645,0.52512,1.4439,0.92866,0.93904,8.73768e-05,8.73768e-05,8.73768e-05
88,906.071,1.4787,1.00619,0.92765,0.80897,0.64814,0.7283,0.523,1.42567,0.92194,0.93588,8.15556e-05,8.15556e-05,8.15556e-05
89,915.969,1.4684,0.99234,0.9347,0.78688,0.66249,0.73319,0.52662,1.42861,0.92011,0.93405,7.57344e-05,7.57344e-05,7.57344e-05
90,926.094,1.47062,0.98735,0.92495,0.77948,0.67075,0.73282,0.52964,1.42388,0.92391,0.93479,6.99132e-05,6.99132e-05,6.99132e-05
91,935.284,1.49638,1.05454,0.93463,0.77616,0.65954,0.71882,0.51029,1.45087,0.95941,0.94246,6.4092e-05,6.4092e-05,6.4092e-05
92,943.529,1.46874,1.01234,0.93151,0.82294,0.63745,0.72113,0.50991,1.45529,0.95808,0.94252,5.82708e-05,5.82708e-05,5.82708e-05
93,951.918,1.46767,0.9963,0.93263,0.7966,0.64707,0.72096,0.51235,1.44421,0.95853,0.93922,5.24496e-05,5.24496e-05,5.24496e-05
94,960.156,1.46114,0.9975,0.93093,0.79305,0.65434,0.72398,0.51562,1.44307,0.94884,0.93899,4.66284e-05,4.66284e-05,4.66284e-05
95,968.425,1.46587,0.99625,0.92941,0.80018,0.65594,0.72796,0.51922,1.44306,0.94667,0.93904,4.08072e-05,4.08072e-05,4.08072e-05
96,976.589,1.45243,0.9803,0.92427,0.81563,0.65254,0.73046,0.519,1.43967,0.93651,0.93779,3.4986e-05,3.4986e-05,3.4986e-05
97,984.872,1.45706,0.9801,0.92892,0.79462,0.659,0.72894,0.51989,1.434,0.9383,0.93779,2.91648e-05,2.91648e-05,2.91648e-05
98,993.13,1.46511,0.98569,0.9345,0.81697,0.65799,0.72644,0.52057,1.4395,0.93586,0.93763,2.33436e-05,2.33436e-05,2.33436e-05
99,1001.3,1.45675,0.98265,0.92393,0.7986,0.6661,0.72901,0.51974,1.44369,0.94016,0.93803,1.75224e-05,1.75224e-05,1.75224e-05
100,1009.7,1.43758,0.97536,0.92696,0.82131,0.64808,0.72996,0.52232,1.43689,0.93244,0.93668,1.17012e-05,1.17012e-05,1.17012e-05
